0_name_trader,allocation_0,allocation_scaler_0,allocation_scaler_1,allocation_scaler_2,name_0_strategy,name_1_super,name_2_super,MixMultiplier_on_strategy,MixPercentage_on_strategy,MixMultiplier_AIO,Strategy_Scaler
DLl@192.168.1.17@55614,0.0268873053828059,10.0398272509651,2.09730910920838,1.28202976033997,Cn.All.60.PairX(CalArb)@CnCom.Id807035.CalArb3N,Night,Allocation ss8,0.7258285886212396,0.09999999999999981,0.07258285886212382,2.6888126946372557
DLl@192.168.1.17@55615,0.0226437366678666,10.0398272509651,2.09730910920838,1.28202976033997,Cn.All.60.PairX(CalArb)@CnCom.Id807035.CalArb3N,Night,Allocation ss8,0.6112725389454202,0.09999999999999981,0.061127253894541905,2.6888126946372557
DLm@192.168.1.17@55616,0.0163066467441698,10.0398272509651,2.09730910920838,1.28202976033997,Cn.All.60.PairX(CalArb)@CnCom.Id807035.CalArb3N,Night,Allocation ss8,0.4402014342067452,0.09999999999999981,0.04402014342067444,2.6888126946372557
DLm@192.168.1.17@55617,0.017201378118144,10.0398272509651,2.09730910920838,1.28202976033997,Cn.All.60.PairX(CalArb)@CnCom.Id807035.CalArb3N,Night,Allocation ss8,0.464354899982536,0.09999999999999981,0.04643548999825351,2.6888126946372557
DLm@192.168.1.17@55618,0.0164241729375416,10.0398272509651,2.09730910920838,1.28202976033997,Cn.All.60.PairX(CalArb)@CnCom.Id807035.CalArb3N,Night,Allocation ss8,0.44337407906075993,0.09999999999999981,0.04433740790607591,2.6888126946372557
DLp@192.168.1.17@55619,0.0283271447095123,10.0398272509651,2.09730910920838,1.28202976033997,Cn.All.60.PairX(CalArb)@CnCom.Id807035.CalArb3N,Night,Allocation ss8,0.7646973607598182,0.09999999999999981,0.07646973607598168,2.6888126946372557
DLp@192.168.1.17@55620,0.0295312921829093,10.0398272509651,2.09730910920838,1.28202976033997,Cn.All.60.PairX(CalArb)@CnCom.Id807035.CalArb3N,Night,Allocation ss8,0.7972035806529612,0.09999999999999981,0.07972035806529597,2.6888126946372557
DLp@192.168.1.17@55621,0.0281615004902767,10.0398272509651,2.09730910920838,1.28202976033997,Cn.All.60.PairX(CalArb)@CnCom.Id807035.CalArb3N,Night,Allocation ss8,0.7602257594539497,0.09999999999999981,0.07602257594539483,2.6888126946372557
DLy@192.168.1.17@55622,0.0316734655214736,10.0398272509651,2.09730910920838,1.28202976033997,Cn.All.60.PairX(CalArb)@CnCom.Id807035.CalArb3N,Night,Allocation ss8,0.8550320104184251,0.09999999999999981,0.08550320104184235,2.6888126946372557
DLy@192.168.1.17@55623,0.0328030417619889,10.0398272509651,2.09730910920838,1.28202976033997,Cn.All.60.PairX(CalArb)@CnCom.Id807035.CalArb3N,Night,Allocation ss8,0.8855251638497694,0.09999999999999981,0.08855251638497677,2.6888126946372557
